# Radio PRO 2021.1.0
# © 2015-2021 by crosstales LLC (https://www.crosstales.com)
#
# List of all radio stations from 'RadioProviderUser'
# Created: 16.01.2021
# Name;Url;DataFormat;AudioFormat;Station (optional);Genres (optional);Bitrate (in kbit/s, optional);Rating (0-5, optional);Description (optional);ExcludeCodec (optional);ChunkSize (in KB, optional);BufferSize (in KB, optional);IconUrl (optional);City (optional);Country (optional);Language (optional)
90s Network;http://stream.dar.fm/146366;Stream;MP3;90s Network;90s;256;3.0;;None;16;64;https://www.liveradio.ie/files/images/262241/resized/180x172c/the_90s_network.jpg;;;
RADIO 1;http://stream.dar.fm/130639;Stream;MP3;http://radio1.bg;pop music;128;3.0;;None;16;64;https://mobzilla.vo.llnwd.net/o2/MobzillaRadio/400x400/130639.jpg;;;
Styl Classics;http://stream.dar.fm/113252;Stream;MP3;www.stylclassics.com;hot ac;128;3.0;;None;16;64;https://www.liveonlineradio.net/wp-content/uploads/2014/06/Styl-Classics-FM.jpg;;;
pi2;http://stream.dar.fm/153074;Stream;MP3;laut.fm/pi2;blues, pop, rock, oldies, classic rock;128;3.0;Wünsche (Anregungen und/oder Kritik) bitte per Mail an radio@pi2.de, ... wer es jazziger mag, wird von Mito bedient:  laut.fm/swingtime .;None;16;64;https://assets.laut.fm/7d0902ef7dc27402f5cddd1c6c26acec;;;
britpop;http://stream.dar.fm/159677;Stream;MP3;laut.fm/britpop;britpop, pop, rock, alternative, alternative rock;128;3.0;The Sound of the 90s - Oasis, Blur, Pulp & all the other (forgotten) Britpop heroes!;None;16;64;https://assets.laut.fm/7cb0a9652ee5b9dd92a82b4f25f1d8ac;;;
All Classic Radio - The biggest Classical Music of ever;http://stream.dar.fm/115621;Stream;MP3;http://www.allclassicradio.com;classical, opera, symphony;128;3.0;;None;16;64;https://www.allclassicradio.com/assets/img/logo.png;;;
Soundtrax;http://stream.dar.fm/23835;Stream;MP3;http://soundtrax.fm;ambient,chill,modern,symphony;128;3.0;Not available in USA;None;16;64;https://cdn-radiotime-logos.tunein.com/s141764q.png;;;
Peaceful Currents Radio;http://stream.dar.fm/7983;Stream;MP3;http://peacefulcurrentsradio.com;new age, easy listening, instrumental;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s237812q.png;;CA;English
cosmowebradio;http://stream.dar.fm/161073;Stream;MP3;laut.fm/cosmowebradio;various;128;3.0;Digital Radio Adult contemporary Format.;None;16;64;http://assets.laut.fm/74188977f2467ec67b08118ac37785cf;;;
myfm;http://stream.dar.fm/152874;Stream;MP3;laut.fm/myfm;pop, dance & electronic, rock, rap;128;3.0;Musik für dich!;None;16;64;https://assets.laut.fm/1de3d6ae40a21918677b61febe056900;;;
LXClassics - The Magic of Music;http://stream.dar.fm/143392;Stream;MP3;http://www.lxclassics.com;oldies;192;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s242842q.png;;;
Jazz Radio;http://stream.dar.fm/140935;Stream;MP3;http://www.jazzradio.fr/;music, jazz, soul;128;3.0;Vous écoutez en direct Jazz Radio. Jazz Radio est une station de radio française basée à Lyon et fondée en 1996. Elle diffuse ses programmes nationalement sur 45 fréquences dans toute la France ainsi qu'à Monaco. Il s’agit de la première station Jazz qui émet 24h/24. La programmation musicale est surtout dédiée au jazz, mais elle présente également quelques variantes comme de la soul, du funk, du blues, ou encore du gospel. Jazz radio vous permet d'écouter en live des artistes tels que Tony Bennett, Al Jarreau, The golden Gate quartet, Champian Fulton, Prince, Raul Midon, Olivia Ruiz, Jamie Cullum  et bien d'autres.;None;16;64;https://covers.eg-ad.fr/JazzRadio-1400x1400.png;LYON;FR;French
MetalRock06;http://stream.dar.fm/57154;Stream;MP3;http://www.metalrock06radio.com;heavymetal powermetal rock classicrock;128;3.0;Metal/Rock webradio from the French Riviera - 24-7 !;None;16;64;https://www.liveradio.ie/files/images/189624/resized/180x172c/mrlogork.jpg;;FR;French
ThessRadio;http://stream.dar.fm/125904;Stream;MP3;http://thessradio.net;rock;128;3.0;;None;16;64;https://www.liveonlineradio.net/wp-content/uploads/2014/11/Zbutsam-Radio.jpg;;;
Sensimedia Dancehall Radio;http://stream.dar.fm/71080;Stream;MP3;http://sensi.media/dancehallradio;dancehall;192;3.0;Promoting urban music and culture through multimedia and interactivity. Since 1999. Reggae, Dancehall, Hip-hop, Dubstep.;None;16;64;https://www.liveonlineradio.net/wp-content/uploads/2015/11/Sensimedia-Dancehall-Radio.jpg;;;
Absolute Classic Hits;http://stream.dar.fm/39049;Stream;MP3;http://absoluteclassichits.com;classic hits,90s,80s,70s;128;3.0;Jim plays 80s, 90s, Y2K, and even a bit of now.;None;16;64;https://audiovisionbroadcasting.com/images/iStream/Jim%20FM.jpg;;;
Radio Malvern International (Pumpkin FM OTRN);http://stream.dar.fm/142233;Stream;MP3;https://radiomalvern.co.uk;classical;128;3.0;;None;16;64;https://us0-cdn.onlineradiobox.com/img/logo/5/70975.v7.png;;;
Siderall Web Radio;http://stream.dar.fm/116782;Stream;MP3;www.siderall.webcindario.com;rock,pop,soul,r&b,mpb;128;3.0;;None;16;64;https://mobzilla.vo.llnwd.net/o2/MobzillaRadio/400x400/116782.jpg;Belo Horizonte;BR;Portuguese
Eldoradio 25 Joer;http://stream.dar.fm/159356;Stream;MP3;www.eldo.lu;top 40;256;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s288376g.png;;;
Super Throwback Party Radio;http://stream.dar.fm/110634;Stream;MP3;http://superthrowbackparty.net;hip-hop r&b pop classic hip hop;128;3.0;Playing the best Classic Hip Hop and R&B from the 80s & 90s with a dash of the 70s & Early 2000s. We play the hits your local station won't and the Hits that Pandora doesn't know about!;None;16;64;https://2.bp.blogspot.com/-fZaU6dVwIgA/V6-lrJX8kqI/AAAAAAAAB7A/32JT6gi8-roupHJZKBBrlFFqUxbrjM7owCK4B/s295/STBP.png;Houston;US;English
chartradio24;http://stream.dar.fm/153120;Stream;MP3;laut.fm/chartradio24;pop, dance & electronic, rock, disco, top 40, mainstream;128;3.0;24 Stunden rund um die Uhr die aktuellsten Charttracks! Deine Charts hörst du ab jetzt immer und überall.;None;16;64;https://assets.laut.fm/8656aebcc4f1d0fbcc1ebca528bd6a54;;;
- 0 N - Indie on Radio;http://stream.dar.fm/153776;Stream;MP3;http://www.0nradio.com;indie, alternative, rock, electro, hip hop;128;3.0;Die Alternative im Radio: Indie, Electro, Hip Hop, Altenative – Musik fernab vom Mainstream.;None;16;64;https://www.0nradio.com/images/programme/thumb1/0-n-indie-37-1.jpg;;;
Radio Sotenas 95,3MHz;http://stream.dar.fm/15836;Stream;MP3;https://www.radiosotenas.se;misc;192;3.0;;None;16;64;https://us0-cdn.onlineradiobox.com/img/logo/3/49253.png;;;
danceshow-mainhall;http://stream.dar.fm/141101;Stream;MP3;laut.fm/danceshow-mainhall;dance, deep house, house, charts, club, edm;128;3.0;Das ist der Webchannel der Kiel FM Danceshow: mit den Mainhall Channel bekommt ihr Aktuelle Dance Hits geliefert. .;None;16;64;https://assets.laut.fm/21297299ea3b5de1e2e37b8c28a893dc;;;
Radio80s On Line;http://stream.dar.fm/86420;Stream;MP3;http://radio80s.cl/;varios artistas 80s - 90s;128;3.0;Somos Radio 80s.cl la radio que te acompaña las 24 horas con los éxitos de dos décadas.;None;16;64;https://80s.cl/2016/wp-content/uploads/2015/12/logo-radio80s-2016_footer.png;;;
1000 HITS 70s;http://stream.dar.fm/128171;Stream;MP3;http://www.shoutcast.com;misc;128;3.0;70s music, 24 h. non stop! All numbers one from 70s in your radio!;None;16;64;https://i.imgur.com/3xNDgQU.jpg;;;
Radio Sumava;http://stream.dar.fm/35267;Stream;MP3;https://radia.cz/;classic rock;128;3.0;;None;16;64;https://cdn-profiles.tunein.com/s3049/images/logoq.png?t=156691;Plzen;CZ;Czech
Karisco Radio;http://stream.dar.fm/111872;Stream;MP3;http://radio.karisco.co.uk;pop;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s200203q.png;Sudbury;GB;English
exquisit-radio;http://stream.dar.fm/140838;Stream;MP3;laut.fm/exquisit-radio;oldies, charts, eurodance, rock'n'roll;128;3.0;Exquisites Radioprojekt.;None;16;64;https://assets.laut.fm/8895a1e9bd15461b470e364561fbee22;;;
Anima Amoris [New Age] 160 MP3;http://stream.dar.fm/144365;Stream;MP3;http://anima.sknt.ru;new age;160;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s118140q.png;;;
1000 HITS 80s;http://stream.dar.fm/130267;Stream;MP3;http://www.1000hits80s.eu;80s 90s oldies hits;128;4.0;24/7 All big hits from 80s music...pop, rock, italodisco...all are here!;None;16;64;https://i.imgur.com/kxHFjnn.jpg;Madrid;ES;English
electroradio.fm;http://stream.dar.fm/13798;Stream;MP3;https://www.electroradio.fm;house, electro, techno;192;4.0;;None;16;64;https://lh6.ggpht.com/Bj1R3si29TOPS-fOIJWYSo3-2pZsTTC_PxU7BKVoTtiqu6Vf2o-SMONwYuIzS0MHTEY=w170;Geneva;CH;German
my105 Charts;http://stream.dar.fm/143776;Stream;MP3;http://www.my105.ch;music, top 40;128;4.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/kqsh9peqndqm.jpg;Zürich;CH;German
my105 Chill;http://stream.dar.fm/143777;Stream;MP3;http://www.my105.ch;music, easy;128;4.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/kqsh9peqndqm.jpg;Zürich;CH;German
my105 Deep;http://stream.dar.fm/143778;Stream;MP3;http://www.my105.ch;music, top 40;128;4.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/kqsh9peqndqm.jpg;Zürich;CH;German
my105 Nightbeats Deluxe;http://stream.dar.fm/122503;Stream;MP3;http://www.my105.ch;music, easy;128;4.0;;None;16;64;https://us0-cdn.onlineradiobox.com/img/logo/9/3629.v1.png;Zürich;CH;German
my105 Chill;http://stream.dar.fm/143781;Stream;MP3;http://www.my105.ch;music, varied;128;4.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/kqsh9peqndqm.jpg;Zürich;CH;German
my105 Mashup;http://stream.dar.fm/127196;Stream;MP3;http://www.my105.ch;music, pop;128;4.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/kqsh9peqndqm.jpg;Zürich;CH;German
my105 Ritmo Latino;http://stream.dar.fm/143782;Stream;MP3;http://www.my105.ch;music, world europe, latin hits;128;4.0;;None;16;64;https://static.radio.net/images/broadcasts/84/62/114105/2/c300.png;Zürich;CH;German
my105 Today's Best Music;http://stream.dar.fm/119465;Stream;MP3;http://www.my105.ch;music, rock;128;4.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/kqsh9peqndqm.jpg;Zürich;CH;German
my105 All The Hits;http://stream.dar.fm/111243;Stream;MP3;http://www.my105.ch;music, world europe, classic hits;128;4.0;;None;16;64;https://static.radio.net/images/broadcasts/84/62/114105/2/c300.png;Zürich;CH;German
my105 Party;http://stream.dar.fm/111131;Stream;MP3;http://www.my105.ch;music, world europe;128;4.0;;None;16;64;https://static.radio.net/images/broadcasts/84/62/114105/2/c300.png;Zürich;CH;German
my105 Dance;http://stream.dar.fm/143779;Stream;MP3;http://www.my105.ch;music, varied;128;4.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/kqsh9peqndqm.jpg;Zürich;CH;German
Radio 24 Season;http://stream.dar.fm/144259;Stream;MP3;www.radio24.ch;pop;128;4.0;;None;16;64;https://static.az-cdn.ch/__ip/w81l9PwlhCpclsXYS-crXnkKYWc/d643f68743705b4202edcc7e14a5212c2473c1f2/remote.adjust.rotate=0&remote.size.w=450&remote.size.h=450&local.crop.h=450&local.crop.w=450&local.crop.x=0&local.crop.y=0&r=2,radio-162x162;Zürich;CH;German
Radio 24 Pop;http://stream.dar.fm/23188;Stream;MP3;http://www.radio24.ch;pop;128;4.0;The popchannel from Radio 24, Switzerland;None;16;64;https://yt3.ggpht.com/-R7OQH74H2c0/AAAAAAAAAAI/AAAAAAAAAAA/xyay8nlCoV0/s900-c-k-no-mo-rj-c0xffffff/photo.jpg;Zürich;CH;German
Radio 24 Rock;http://stream.dar.fm/23298;Stream;MP3;http://www.radio24.ch;rock;128;4.0;Playing the past 10 years of the greatest rock from artists like Shinedown, Godsmack, Hinder, Three Days Grace, Five Finger Death Punch, Volbeat, etc. and the best of all...;None;16;64;https://static.radio.net/images/broadcasts/4f/6e/12476/c175.png;Zürich;CH;German
Radio 24 Shape;http://stream.dar.fm/125392;Stream;MP3;http://www.radio24.ch;pop;128;4.0;;None;16;64;https://www.radio24.ch/__radio__/1.5.2/__static__/dist/images/radio24-logo.svg;Zürich;CH;German
New Clear Radio - Your favourite music in best quality - 192kb;http://stream.dar.fm/16283;Stream;MP3;https://ncradio.fm/;rock;128;4.0;Your favourite music in best quality;None;16;64;https://i0.wp.com/ncradio.fm/wp-content/uploads/2019/06/NCR-logo-red-square-152px.png;Zürich;CH;English
Calm Radio Country Classics;http://stream.dar.fm/40657;Stream;MP3;https://calmradio.com;music, country;128;3.0;Great classical country artists like Hank Williams, Patsy Cline, Roy Acuff, Kittie Wells … all the early great entertainers typically from the Opry;None;16;64;;;;English
Calm Radio - Bach;http://stream.dar.fm/36305;Stream;MP3;https://calmradio.com/en/;music, classical;128;3.0;Calm Radio Bach - Johann Sebastian Bach (31 March 1685 – 28 July 1750) was a German composer, organist, harpsichordist, violist, and violinist of the Baroque period.;None;16;64;;;;English
CALM RADIO - CANTATAS - Sampler;http://stream.dar.fm/31817;Stream;MP3;http://calmradio.com;classical, classical, baroque;128;3.0;"A cantata is a vocal composition with an instrumental accompaniment, typically in several movements, often involving a choir. The meaning of the term changed over time, from the simple single voice madrigal of the early 17th century, to the multi-voice ""cantata da camera"" and the ""cantata da chiesa""";None;16;64;;;;English
Calm Radio - Doo Wop Forever;http://stream.dar.fm/142041;Stream;MP3;https://calmradio.com;music, oldies;128;3.0;;None;16;64;;;;English
Calm Radio Celtic;http://stream.dar.fm/38563;Stream;MP3;https://calmradio.com/en/;music, folk;128;3.0;;None;16;64;;;;English
CALM RADIO - CHAMBER MUSIC - Sampler;http://stream.dar.fm/36557;Stream;MP3;http://calmradio.com;classical, classical, baroque;128;3.0;;None;16;64;;;;English
Calm Radio Chopin;http://stream.dar.fm/32129;Stream;MP3;https://calmradio.com;music, classical, classical;128;3.0;;None;16;64;;;;English
Calm Radio Country Rock;http://stream.dar.fm/40655;Stream;MP3;https://calmradio.com;music, country, rock;128;3.0;;None;16;64;;;;English
Calm Radio KPOP;http://stream.dar.fm/152702;Stream;MP3;https://calmradio.com/en/;music, world, world asia;128;3.0;;None;16;64;;;;English
Calm Radio Movieola;http://stream.dar.fm/29705;Stream;MP3;https://calmradio.com;music, entertainment;128;3.0;Calm Radio - Movieola Internet Only;None;16;64;;;;English
Calm Radio Viola de Gamba;http://stream.dar.fm/35208;Stream;MP3;https://calmradio.com/en/;music, classical;128;3.0;;None;16;64;;;;English
Retro PC Game Music Streaming Radio for Gyusyabu;http://gyusyabu.ddo.jp:8000;Stream;MP3;http://gyusyabu.ddo.jp/MP3/MP3.html;game;256;4.0;;None;16;64;;;JP;Japanese
